gridID,mng_name,trt,climate,t1_mean,t1_se,t3_mean,t3_se,n
961178,CL,Natural Forest,Current,9.844,0,1.0988,0.13784462267350148,5
961178,CL,Natural Forest,RCP2.6 MIROC5,9.844,0,1.0562,0.0896796520956677,5
961178,CL,Natural Forest,RCP8.5 CSIRO,9.844,0,2.7374,0.0732267710608627,5
961178,CL,Natural Forest,RCP8.5 GFDL,9.844,0,13.4876,0.6082804123099805,5
961178,CL,Natural Forest,RCP8.5 HadGEM2,9.844,0,6.1735999999999995,0.6669163065932635,5
961178,SL1,Natural Forest,Current,9.844,0,1.4183999999999999,0.11610925889006443,5
961178,SL1,Natural Forest,RCP2.6 MIROC5,9.844,0,1.6162,0.14116741833723528,5
961178,SL1,Natural Forest,RCP8.5 CSIRO,9.844,0,3.2184,0.26234988088428773,5
961178,SL1,Natural Forest,RCP8.5 GFDL,9.844,0,13.3746,1.571771885484659,5
961178,SL1,Natural Forest,RCP8.5 HadGEM2,9.844,0,5.4328,0.43072014115896634,5
961178,SL2,Natural Forest,Current,9.844,0,1.615,0.16444421546530602,5
961178,SL2,Natural Forest,RCP2.6 MIROC5,9.844,0,1.5258,0.17326667307938937,5
961178,SL2,Natural Forest,RCP8.5 CSIRO,9.844,0,2.7942,0.15253078377822626,5
961178,SL2,Natural Forest,RCP8.5 GFDL,9.844,0,14.906600000000001,0.5128201049100944,5
961178,SL2,Natural Forest,RCP8.5 HadGEM2,9.844,0,7.0446,0.9752378991815279,5
984872,CL,Natural Forest,Current,8.538,0,1.5888,0.08787001763969324,5
984872,CL,Natural Forest,RCP2.6 MIROC5,8.538,0,1.7302,0.11452528105182712,5
984872,CL,Natural Forest,RCP8.5 CSIRO,8.538,0,3.341,0.24929360200374173,5
984872,CL,Natural Forest,RCP8.5 GFDL,8.538,0,13.736,0.2332610126017632,5
984872,CL,Natural Forest,RCP8.5 HadGEM2,8.538,0,13.7034,0.3505396696523804,5
984872,SL1,Natural Forest,Current,8.538,0,1.317,0.13278742410333894,5
984872,SL1,Natural Forest,RCP2.6 MIROC5,8.538,0,1.5564,0.11725723858252844,5
984872,SL1,Natural Forest,RCP8.5 CSIRO,8.538,0,3.79,0.32905622619850244,5
984872,SL1,Natural Forest,RCP8.5 GFDL,8.538,0,14.107800000000001,0.3910473628603064,5
984872,SL1,Natural Forest,RCP8.5 HadGEM2,8.538,0,12.0368,0.8274207756637488,5
984872,SL2,Natural Forest,Current,8.538,0,1.6168,0.13083248831998878,5
984872,SL2,Natural Forest,RCP2.6 MIROC5,8.538,0,1.5756,0.13941075998645153,5
984872,SL2,Natural Forest,RCP8.5 CSIRO,8.538,0,3.4095999999999997,0.1491363805380833,5
984872,SL2,Natural Forest,RCP8.5 GFDL,8.538,0,15.0154,0.829725532932427,5
984872,SL2,Natural Forest,RCP8.5 HadGEM2,8.538,0,13.4922,1.2925372876632995,5
990041,CL,Natural Forest,Current,10.351,0,1,0.07048687821147989,5
990041,CL,Natural Forest,RCP2.6 MIROC5,10.351,0,1.05,0.049207722971094686,5
990041,CL,Natural Forest,RCP8.5 CSIRO,10.351,0,2.621,0.23666579812047198,5
990041,CL,Natural Forest,RCP8.5 GFDL,10.351,0,14.2528,0.4068793924494087,5
990041,CL,Natural Forest,RCP8.5 HadGEM2,10.351,0,6.9388000000000005,0.6105176000739045,5
990041,SL1,Natural Forest,Current,10.351,0,1.4546,0.1472927696799812,5
990041,SL1,Natural Forest,RCP2.6 MIROC5,10.351,0,1.6672,0.1919188370118994,5
990041,SL1,Natural Forest,RCP8.5 CSIRO,10.351,0,3.1426,0.15827210746053774,5
990041,SL1,Natural Forest,RCP8.5 GFDL,10.351,0,13.7412,1.131155356261906,5
990041,SL1,Natural Forest,RCP8.5 HadGEM2,10.351,0,6.8308,1.013873285968222,5
990041,SL2,Natural Forest,Current,10.351,0,1.8684,0.07388748202503585,5
990041,SL2,Natural Forest,RCP2.6 MIROC5,10.351,0,1.4694,0.17307587931309204,5
990041,SL2,Natural Forest,RCP8.5 CSIRO,10.351,0,3.2384,0.2269624638569118,5
990041,SL2,Natural Forest,RCP8.5 GFDL,10.351,0,13.1688,0.42817069026265664,5
990041,SL2,Natural Forest,RCP8.5 HadGEM2,10.351,0,7.0123999999999995,0.6039273631820303,5
991830,CL,Natural Forest,Current,10.351,0,1.0762,0.07047368303132738,5
991830,CL,Natural Forest,RCP2.6 MIROC5,10.351,0,0.8542,0.021043763921884312,5
991830,CL,Natural Forest,RCP8.5 CSIRO,10.351,0,2.844,0.2521200111058224,5
991830,CL,Natural Forest,RCP8.5 GFDL,10.351,0,14.2466,0.40969471561151466,5
991830,CL,Natural Forest,RCP8.5 HadGEM2,10.351,0,5.99,0.9535347397971403,5
991830,SL1,Natural Forest,Current,10.351,0,1.5146,0.03753478386776725,5
991830,SL1,Natural Forest,RCP2.6 MIROC5,10.351,0,1.499,0.17539469775338135,5
991830,SL1,Natural Forest,RCP8.5 CSIRO,10.351,0,3.6436,0.12068661897658745,5
